ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Latitude,Longitude
13674583,11/23/2024 12:00:00 PM,001XX W WASHINGTON ST,THEFT,FROM BUILDING,RESTAURANT,False,False,1.0,2024,41.88320708,-87.633344253
13673499,11/20/2024 12:00:00 AM,010XX N MONTICELLO AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,11.0,2024,41.899980028,-87.717685792
13669553,11/15/2024 02:00:00 PM,028XX N SPRINGFIELD AVE,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,False,25.0,2024,41.932686752,-87.724559881
13673097,11/22/2024 02:00:00 PM,010XX S CLAREMONT AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,12.0,2024,41.868542426,-87.684863869
13666291,11/16/2024 11:00:00 PM,105XX S PARNELL AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,22.0,2024,41.702488588,-87.636648065
13665195,11/16/2024 05:40:00 AM,073XX S HARVARD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,7.0,2024,41.761095285,-87.633346153
13664039,11/15/2024 12:10:00 AM,044XX S PULASKI RD,ROBBERY,ARMED - HANDGUN,ATM (AUTOMATIC TELLER MACHINE),False,False,8.0,2024,41.812407401,-87.723755992
13673818,11/25/2024 04:20:00 AM,057XX S ARTESIAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,8.0,2024,41.789347049,-87.68513461
13675554,08/11/2024 01:55:00 PM,048XX N St Louis Ave,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,17.0,2024,41.969017425,-87.715826399
13667786,11/12/2024 06:03:00 PM,040XX W VAN BUREN ST,THEFT,FROM BUILDING,RESIDENCE,False,False,11.0,2024,41.875253086,-87.726724504
13675761,11/26/2024 02:00:00 PM,065XX S HONORE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,7.0,2024,41.77487333,-87.670172441
13671244,11/22/2024 10:09:00 AM,062XX S UNION AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,7.0,2024,41.780509717,-87.642627358
13674902,11/26/2024 05:50:00 AM,054XX N SHERIDAN RD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,20.0,2024,41.980919411,-87.655110993
13670054,11/21/2024 02:15:00 AM,003XX N CENTRAL AVE,ASSAULT,SIMPLE,STREET,False,True,15.0,2024,41.8865745,-87.765086511
13668212,11/19/2024 07:40:00 AM,013XX N LOREL AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,25.0,2024,41.90469007,-87.759731564
13666683,11/12/2024 07:00:00 PM,007XX W HUBBARD ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,12.0,2024,41.890098742,-87.646670556
13673870,11/24/2024 10:00:00 PM,108XX S CALHOUN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,4.0,2024,41.698734795,-87.561959647
13663842,09/25/2024 11:03:00 AM,009XX N MICHIGAN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,18.0,2024,41.899734047,-87.624142375
13670491,11/21/2024 07:52:00 AM,121XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,5.0,2024,41.673207966,-87.617674109
13673941,11/25/2024 03:00:00 AM,023XX W CONGRESS PKWY,THEFT,$500 AND UNDER,STREET,False,False,12.0,2024,41.874984297,-87.685547801
13669978,11/20/2024 08:30:00 PM,103XX S WALDEN PKWY,THEFT,$500 AND UNDER,STREET,False,False,22.0,2024,41.705722223,-87.669231914
13666450,11/17/2024 12:00:00 PM,0000X E 112TH PL,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,True,5.0,2024,41.689873321,-87.62237719
13666829,11/17/2024 08:40:00 PM,019XX W HOWARD ST,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,24.0,2024,42.019432029,-87.678383315
13673864,11/25/2024 08:30:00 AM,016XX W 59TH ST,THEFT,$500 AND UNDER,STREET,False,False,7.0,2024,41.786729308,-87.666016839
13668030,11/19/2024 02:25:00 AM,012XX S KILDARE AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,10.0,2024,41.865406824,-87.732489678
13673489,11/22/2024 02:30:00 PM,050XX W 55TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT PARKING LOT,False,False,8.0,2024,41.792936194,-87.749008923
13664798,11/15/2024 03:40:00 PM,015XX S CHRISTIANA AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,10.0,2024,41.860120369,-87.709144196
13667509,11/15/2024 12:00:00 PM,016XX W ESTES AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,24.0,2024,42.011475246,-87.670965846
13668997,11/19/2024 05:55:00 PM,024XX E 82ND ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,4.0,2024,41.746288473,-87.565271322
13672223,11/23/2024 06:30:00 AM,058XX W SUPERIOR ST,ARSON,ATTEMPT ARSON,APARTMENT,False,False,15.0,2024,41.893841021,-87.771170515
13670481,11/21/2024 03:30:00 AM,023XX N MILWAUKEE AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,TAVERN / LIQUOR STORE,False,False,14.0,2024,41.923045523,-87.697581087
13668834,11/19/2024 01:10:00 PM,047XX S HARDING AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,8.0,2024,41.806979864,-87.722329276
13666111,11/16/2024 11:19:00 PM,024XX S WABASH AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1.0,2024,41.848976084,-87.625411659
13674508,11/13/2024 07:30:00 PM,058XX N KENMORE AVE,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,20.0,2024,41.988083216,-87.656752717
13669871,11/20/2024 02:00:00 PM,003XX E 136TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,5.0,2024,41.647922286,-87.613395072
13674478,11/18/2024 02:00:00 PM,048XX W ADDISON ST,THEFT,$500 AND UNDER,RESIDENCE,False,False,16.0,2024,41.946110024,-87.748027678
13674329,11/24/2024 08:30:00 AM,106XX S VERNON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,5.0,2024,41.700876128,-87.612372618
13666730,11/17/2024 05:00:00 AM,046XX W NORTH AVE,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,25.0,2024,41.909664252,-87.742728815
13665903,11/16/2024 06:00:00 PM,119XX S MICHIGAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,5.0,2024,41.67646088,-87.620463968
13672920,11/24/2024 04:28:00 AM,004XX E 46TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2.0,2024,41.811212279,-87.615688861
13672517,11/23/2024 02:00:00 AM,069XX S VINCENNES AVE,THEFT,FROM BUILDING,APARTMENT,False,False,7.0,2024,41.767888734,-87.626835373
13664507,11/15/2024 12:12:00 PM,036XX W FRANKLIN BLVD,ASSAULT,SIMPLE,APARTMENT,False,True,11.0,2024,41.889951698,-87.716500337
13665415,11/16/2024 11:10:00 AM,017XX W FULLERTON AVE,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,19.0,2024,41.92510186,-87.671992307
13669564,11/20/2024 10:00:00 AM,023XX W 91ST ST,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,22.0,2024,41.728260173,-87.680521334
13672289,11/22/2024 11:27:00 AM,050XX W QUINCY ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,15.0,2024,41.87762573,-87.750349453
13674022,11/25/2024 12:00:00 AM,012XX N GREENVIEW AVE,THEFT,$500 AND UNDER,STREET,False,False,14.0,2024,41.904373074,-87.665076046
13673914,11/24/2024 11:30:00 AM,017XX W OLIVE AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,20.0,2024,41.984233193,-87.673742022
13671926,11/22/2024 08:00:00 PM,021XX N KILDARE AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,25.0,2024,41.919429468,-87.733963637
13666191,11/16/2024 11:00:00 PM,052XX S MASON AVE,THEFT,$500 AND UNDER,STREET,False,False,8.0,2024,41.797436747,-87.770986959
13671961,11/23/2024 12:57:00 AM,015XX W DEVON AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,24.0,2024,41.998098677,-87.668823685
13674617,11/25/2024 07:04:00 PM,019XX W CERMAK RD,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,10.0,2024,41.852198325,-87.674377204
13669037,11/19/2024 09:42:00 PM,051XX W MONTROSE AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,True,False,16.0,2024,41.960617331,-87.755888114
13670241,10/29/2024 10:44:00 AM,005XX W 25TH PL,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,9.0,2024,41.84631571,-87.640517985
13668249,11/18/2024 10:45:00 PM,023XX S PULASKI RD,ROBBERY,AGGRAVATED,RESTAURANT,False,False,10.0,2024,41.848474762,-87.724676285
13674059,11/22/2024 11:00:00 AM,063XX S PEORIA DR,THEFT,THEFT FROM MOTOR VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,7.0,2024,41.778381579,-87.646987403
13666803,11/17/2024 09:00:00 PM,032XX W MARQUETTE RD,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,8.0,2024,41.771664493,-87.703693493
13672106,11/22/2024 11:00:00 PM,071XX S MICHIGAN AVE,THEFT,$500 AND UNDER,STREET,False,False,3.0,2024,41.764827158,-87.621671274
13664882,11/14/2024 08:00:00 PM,006XX N WELLS ST,THEFT,OVER $500,RESTAURANT,False,False,18.0,2024,41.89344506,-87.634117632
13670414,11/20/2024 03:00:00 PM,036XX S WABASH AVE,BATTERY,AGGRAVATED OF A CHILD,SCHOOL - PUBLIC GROUNDS,False,False,2.0,2024,41.8280754,-87.624904486
13670052,11/21/2024 01:08:00 AM,106XX S EDBROOKE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,5.0,2024,41.701174072,-87.619656445
13666651,11/16/2024 08:00:00 PM,001XX E RANDOLPH ST,THEFT,POCKET-PICKING,RESTAURANT,False,False,1.0,2024,41.884484068,-87.623213022
13668917,11/19/2024 04:15:00 PM,127XX S HALSTED ST,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,5.0,2024,41.662944028,-87.641411276
13670888,11/21/2024 08:00:00 AM,022XX W CORTEZ ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,12.0,2024,41.9003531,-87.683300557
13665354,11/16/2024 01:30:00 AM,017XX N MOZART ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,14.0,2024,41.912730025,-87.698087601
13672329,11/23/2024 11:22:00 AM,109XX S CENTRAL PARK AVE,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,22.0,2024,41.6943156,-87.710687651
13672739,11/23/2024 07:00:00 PM,0000X E MADISON ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1.0,2024,41.882102071,-87.624991038
13667073,11/17/2024 08:00:00 PM,010XX W WRIGHTWOOD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,19.0,2024,41.928991135,-87.654713212
13664528,11/14/2024 05:00:00 PM,001XX S CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,11.0,2024,41.878962554,-87.688801432
13664828,11/15/2024 03:10:00 PM,002XX N LA SALLE ST,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,1.0,2024,41.885871785,-87.632452147
13670373,11/20/2024 11:00:00 AM,016XX E 50TH PL,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,2.0,2024,41.803413431,-87.586052837
13671149,11/22/2024 10:24:00 AM,046XX S KARLOV AVE,THEFT,$500 AND UNDER,RESIDENCE,False,False,8.0,2024,41.809214422,-87.726086128
13672080,11/23/2024 06:25:00 AM,111XX S MAPLEWOOD AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,22.0,2024,41.690813542,-87.684832324
13674108,11/19/2024 01:56:00 PM,028XX S DR MARTIN LUTHER KING JR DR,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1.0,2024,41.842695834,-87.61721984
13672167,11/22/2024 03:30:00 PM,001XX N STATE ST,THEFT,OVER $500,STREET,False,False,1.0,2024,41.884650262,-87.627915459
13668107,11/19/2024 07:00:00 AM,050XX W WINONA ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,16.0,2024,41.974346047,-87.754142338
13668278,11/18/2024 06:45:00 PM,016XX W MONROE ST,THEFT,$500 AND UNDER,STREET,False,False,12.0,2024,41.880147834,-87.668067894
13667958,08/29/2024 01:00:00 PM,062XX N KOSTNER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,17.0,2024,41.994052273,-87.738601702
13666146,11/17/2024 02:40:00 AM,067XX S STONY ISLAND AVE,BATTERY,SIMPLE,SIDEWALK,False,False,3.0,2024,41.772888975,-87.586084649
13673266,11/23/2024 09:00:00 AM,077XX S WABASH AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,6.0,2024,41.75399853,-87.623062625
13670817,11/19/2024 12:10:00 AM,007XX N LA SALLE DR,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESTAURANT,False,False,18.0,2024,41.896175186,-87.632703129
13666458,11/17/2024 01:50:00 PM,009XX N PULASKI RD,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,11.0,2024,41.89819479,-87.726169508
13671913,11/20/2024 11:00:00 AM,048XX W MONTANA ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,25.0,2024,41.925177321,-87.747535556
13668158,11/19/2024 08:57:00 AM,071XX S KEDZIE AVE,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,True,False,8.0,2024,41.763725778,-87.702792439
13666238,10/25/2024 12:38:00 PM,012XX S PULASKI RD,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,10.0,2024,41.865659093,-87.72515212
13670351,11/20/2024 06:31:00 PM,002XX N LATROBE AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,True,15.0,2024,41.884797076,-87.756450166
13675412,11/26/2024 03:56:00 PM,041XX W MONROE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,11.0,2024,41.87972149,-87.728951587
13670440,11/20/2024 12:40:00 PM,010XX W GRANVILLE AVE,BATTERY,SIMPLE,APARTMENT,False,False,24.0,2024,41.994588742,-87.657522554
13669946,11/20/2024 02:00:00 PM,081XX S ELLIS AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,6.0,2024,41.747054629,-87.600214099
13667677,11/18/2024 05:51:00 PM,011XX N CLARK ST,ROBBERY,ATTEMPT ARMED - HANDGUN,BANK,False,False,18.0,2024,41.902522915,-87.63140683
13666868,11/17/2024 12:00:00 AM,070XX S OGLESBY AVE,ARSON,BY FIRE,APARTMENT,False,False,3.0,2024,41.767699718,-87.568186781
13665752,11/15/2024 11:00:00 PM,012XX N BOSWORTH AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,14.0,2024,41.904225878,-87.666190643
13666545,11/17/2024 01:00:00 AM,062XX S WASHTENAW AVE,THEFT,$500 AND UNDER,STREET,False,False,8.0,2024,41.780351232,-87.690992453
13672640,11/23/2024 01:30:00 PM,007XX W JACKSON BLVD,THEFT,FROM BUILDING,GROCERY FOOD STORE,False,False,1.0,2024,41.877981539,-87.644608125
13674951,11/26/2024 08:09:00 AM,010XX W LAKE ST,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,12.0,2024,41.885557376,-87.65364901
13668539,11/19/2024 03:20:00 PM,109XX S DOTY AVE W,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,5.0,2024,41.695982095,-87.596653142
13674229,11/25/2024 02:05:00 PM,016XX W HOWARD ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,False,False,24.0,2024,42.019380992,-87.672352164
13668887,11/14/2024 02:25:00 AM,017XX N HUMBOLDT BLVD,THEFT,FROM BUILDING,RESIDENCE,False,False,14.0,2024,41.912929706,-87.701950642
13669757,11/19/2024 01:30:00 PM,031XX W VAN BUREN ST,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,False,True,11.0,2024,41.875887439,-87.704859964
13664429,11/15/2024 11:23:00 AM,016XX W 75TH PL,ROBBERY,ARMED - HANDGUN,STREET,False,False,6.0,2024,41.757087154,-87.665371086
13675009,11/25/2024 04:28:00 PM,090XX S HOUSTON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,4.0,2024,41.731107437,-87.549892966
13669639,11/20/2024 12:00:00 AM,005XX W ADDISON ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,19.0,2024,41.948390477,-87.644196301
13673576,11/24/2024 07:23:00 PM,039XX W DIVISION ST,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GAS STATION,True,False,25.0,2024,41.902678618,-87.725601735
13666388,11/17/2024 11:36:00 AM,044XX N BROADWAY,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,19.0,2024,41.963070794,-87.655984213
13671136,11/22/2024 06:24:00 AM,030XX W 63RD ST,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",GAS STATION,True,False,8.0,2024,41.779022733,-87.699841543
13674423,11/25/2024 04:20:00 PM,024XX N ELSTON AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,14.0,2024,41.925886611,-87.678679535
13675568,11/25/2024 12:07:00 PM,024XX N ELSTON AVE,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False,14.0,2024,41.925197594,-87.677679717
13665560,11/16/2024 06:00:00 AM,027XX W 55TH ST,ROBBERY,ARMED - HANDGUN,STREET,False,False,8.0,2024,41.793702871,-87.69307779
13666886,11/16/2024 10:00:00 PM,082XX S MARYLAND AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,6.0,2024,41.745354023,-87.603798903
13672636,11/22/2024 03:44:00 PM,009XX N HERMITAGE AVE,THEFT,OVER $500,APARTMENT,False,False,12.0,2024,41.898957591,-87.671042643
13672067,11/23/2024 01:55:00 AM,010XX S CLARK ST,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - PORCH / HALLWAY,True,False,1.0,2024,41.869707206,-87.630495617
13665611,11/14/2024 07:00:00 PM,004XX E BOWEN AVE,THEFT,OVER $500,APARTMENT,False,False,2.0,2024,41.819347317,-87.615851173
13673783,11/25/2024 01:19:00 AM,038XX S LAKE PARK AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2.0,2024,41.826740573,-87.604981667
13665617,11/16/2024 01:50:00 PM,003XX E ONTARIO ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,18.0,2024,41.893427527,-87.619228088
13675089,11/25/2024 09:52:00 AM,011XX S MASON AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,15.0,2024,41.866700807,-87.772942962
13664691,09/27/2024 12:00:00 AM,094XX S CLAREMONT AVE,THEFT,$500 AND UNDER,RESIDENCE,False,False,22.0,2024,41.722230149,-87.680871757
13673578,11/22/2024 01:00:00 PM,012XX W EDDY ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,19.0,2024,41.946213794,-87.659831212
13664034,11/14/2024 11:21:00 PM,027XX W 22ND PL,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,10.0,2024,41.8510093,-87.693659152
13669120,11/19/2024 10:25:00 PM,003XX E 95TH ST,ROBBERY,AGGRAVATED,RESTAURANT,False,False,6.0,2024,41.72187776,-87.614896187
13674677,11/25/2024 03:28:00 PM,016XX N CLYBOURN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,18.0,2024,41.911354292,-87.650135038
